Name,ID,Ligand,Action,Value,Parameter,Uniprot,Class
EP4receptor,4039,CP734432,Fullagonist,8.7,pIC50,P35408,agonists
EP4receptor,1912,17-phenyl-ω-trinor-PGE2,Agonist,-,-,P35408,agonists
EP4receptor,9283,TG6-129,Antagonist,5.4,pKB,P35408,antagonists
EP4receptor,10603,TG11-77,Antagonist,5.3,pKB,P35408,antagonists
EP4receptor,9845,CR6086,Antagonist,9.3,pKd,P35408,antagonists
EP4receptor,9845,CR6086,Antagonist,8.7,pKd,P35408,antagonists
EP4receptor,9845,CR6086,Antagonist,8.7,pKd,P35408,antagonists
EP4receptor,4040,ER819762,Antagonist,9.3,pKi,P35408,antagonists
EP4receptor,4041,MK-2894,Antagonist,9.3,pKi,P35408,antagonists
EP4receptor,5856,MF498,Antagonist,9.1,pKi,P35408,antagonists
EP4receptor,1942,ONO-AE3-208,Antagonist,8.9,pKi,P35408,antagonists
EP4receptor,1929,evatanepag,Antagonist,8.6,pKi,P35408,antagonists
EP4receptor,5824,ONO-AE2-227,Antagonist,8.6,pKi,P35408,antagonists
EP4receptor,5857,CJ-042794,Antagonist,8.5,pKi,P35408,antagonists
EP4receptor,1952,EP4A,Antagonist,7.6–8.5,pKi,P35408,antagonists
EP4receptor,3380,BGC201531,Antagonist,7.9,pKi,P35408,antagonists
EP4receptor,5858,grapiprant,Antagonist,7.9,pKi,P35408,antagonists
EP4receptor,9845,CR6086,Antagonist,7.8,pKi,P35408,antagonists
EP4receptor,1952,EP4A,Antagonist,7.5,pKi,P35408,antagonists
EP4receptor,1943,ONO-AE3-240,Antagonist,7.2,pKi,P35408,antagonists
EP4receptor,1953,GW627368,Antagonist,7.0–7.1,pKi,P35408,antagonists
EP4receptor,1949,AH23848,Antagonist,4.9–5.6,pKi,P35408,antagonists
EP4receptor,1949,AH23848,Antagonist,5.1,pKi,P35408,antagonists
EP4receptor,1950,AH23848(racemic),Antagonist,5.0,pKi,P35408,antagonists
EP4receptor,4040,ER819762,Antagonist,7.2,pIC50,P35408,antagonists
FPreceptor,1957,[3H]PGF2α,Fullagonist,8.9,pKd,P43088,agonists
FPreceptor,1957,[3H]PGF2α,Fullagonist,8.1–9.0,pKd,P43088,agonists
FPreceptor,1894,cloprostenol,Fullagonist,9.3,pKi,P43088,agonists
FPreceptor,1940,fluprostenol,Fullagonist,8.6,pKi,P43088,agonists
FPreceptor,1960,latanoprost(freeacidform),Fullagonist,8.6,pKi,P43088,agonists
FPreceptor,9635,latanoprostenebunod,Agonist,~8.6,pKi,P43088,agonists
FPreceptor,1884,PGF2α,Fullagonist,8.5,pKi,P43088,agonists
FPreceptor,1940,fluprostenol,Fullagonist,8.4,pKi,P43088,agonists
FPreceptor,1884,PGF2α,Fullagonist,7.9–8.5,pKi,P43088,agonists
FPreceptor,9875,ONO-9054,Agonist,7.8,pKi,P43088,agonists
FPreceptor,1881,PGD2,Fullagonist,7.7,pKi,P43088,agonists
FPreceptor,1881,PGD2,Fullagonist,7.3,pKi,P43088,agonists
FPreceptor,1918,enprostil,Fullagonist,7.1,pKi,P43088,agonists
FPreceptor,1883,PGE2,Fullagonist,7.0,pKi,P43088,agonists
FPreceptor,1938,I-BOP,Fullagonist,7.0,pKi,P43088,agonists
FPreceptor,1913,MB-28767,Fullagonist,6.9,pKi,P43088,agonists
FPreceptor,1919,sulprostone,Fullagonist,6.7,pKi,P43088,agonists
FPreceptor,1883,PGE2,Fullagonist,6.4–6.9,pKi,P43088,agonists
FPreceptor,1888,U46619,Fullagonist,6.6,pKi,P43088,agonists
FPreceptor,1893,carbacyclin,Fullagonist,6.4–6.5,pKi,P43088,agonists
FPreceptor,1913,MB-28767,Fullagonist,6.3,pKi,P43088,agonists
FPreceptor,1961,latanoprost(isopropylester),Fullagonist,6.3,pKi,P43088,agonists
FPreceptor,1895,iloprost,Fullagonist,6.2,pKi,P43088,agonists
FPreceptor,1888,U46619,Fullagonist,6.0,pKi,P43088,agonists
FPreceptor,1893,carbacyclin,Fullagonist,5.9,pKi,P43088,agonists
FPreceptor,1907,"L-888,607",Fullagonist,5.0,pKi,P43088,agonists
FPreceptor,7452,tafluprostacid,Agonist,9.3,pEC50,P43088,agonists
FPreceptor,3386,AL12180,Agonist,7.7–7.9,pEC50,P43088,agonists
FPreceptor,1956,AL-8810,Partialagonist,6.7,pEC50,P43088,agonists
FPreceptor,1956,AL-8810,Partialagonist,6.7,pEC50,P43088,agonists
FPreceptor,1955,"13,14-dihydro-16-m-chlorophenoxy-w-tetranor-PGF1α",Fullagonist,8.6–9.0,pIC50,P43088,agonists
FPreceptor,1959,bimatoprost(freeacidform),Fullagonist,8.7,pIC50,P43088,agonists
FPreceptor,9875,ONO-9054,Agonist,5.5,pIC50,P43088,agonists
FPreceptor,1958,bimatoprost,Fullagonist,5.3,pIC50,P43088,agonists
FPreceptor,7451,tafluprost,Agonist,-,-,P43088,agonists
FPreceptor,3424,AS604872,Antagonist,7.5,pKi,P43088,antagonists
FPreceptor,11283,BAY-6672,Antagonist,7.7,pIC50,P43088,antagonists
IPreceptor,1968,taprostene,Partialagonist,9.1,pKd,P43119,agonists
IPreceptor,1966,[3H]iloprost,Fullagonist,8.9,pKd,P43119,agonists
IPreceptor,1966,[3H]iloprost,Fullagonist,7.7–9.0,pKd,P43119,agonists
IPreceptor,1966,[3H]iloprost,Fullagonist,8.3,pKd,P43119,agonists
IPreceptor,8314,esuberaprost,Agonist,7.9,pKd,P43119,agonists
IPreceptor,5855,FK-788,Fullagonist,8.1,pKi,P43119,agonists
IPreceptor,1895,iloprost,Fullagonist,8.0,pKi,P43119,agonists
IPreceptor,1917,cicaprost,Fullagonist,8.0,pKi,P43119,agonists
IPreceptor,1915,PGI2,Agonist,7.8,pKi,P43119,agonists
IPreceptor,1917,cicaprost,Fullagonist,7.8,pKi,P43119,agonists
IPreceptor,1934,isocarbacyclin,Fullagonist,7.8,pKi,P43119,agonists
IPreceptor,1967,beraprost,Fullagonist,7.8,pKi,P43119,agonists
IPreceptor,1895,iloprost,Fullagonist,7.5–8.0,pKi,P43119,agonists
IPreceptor,1967,beraprost,Agonist,7.7,pKi,P43119,agonists
IPreceptor,5852,MRE-269,Fullagonist,7.7,pKi,P43119,agonists
IPreceptor,1882,PGE1,Fullagonist,7.5,pKi,P43119,agonists
IPreceptor,5820,treprostinil,Fullagonist,7.5,pKi,P43119,agonists
IPreceptor,1967,beraprost,Agonist,7.4,pKi,P43119,agonists
IPreceptor,1964,ONO-1301,Fullagonist,7.3,pKi,P43119,agonists
IPreceptor,5854,FR181157,Fullagonist,7.3,pKi,P43119,agonists
IPreceptor,1893,carbacyclin,Fullagonist,7.0,pKi,P43119,agonists
IPreceptor,1882,PGE1,Fullagonist,6.5–6.8,pKi,P43119,agonists
IPreceptor,5852,MRE-269,Fullagonist,6.7,pKi,P43119,agonists
IPreceptor,7552,selexipag,Agonist,6.6,pKi,P43119,agonists
IPreceptor,1893,carbacyclin,Fullagonist,6.5–6.6,pKi,P43119,agonists
IPreceptor,7552,selexipag,Agonist,5.7,pKi,P43119,agonists
IPreceptor,1892,butaprost(freeacidform),Fullagonist,4.3,pKi,P43119,agonists
IPreceptor,1888,U46619,Fullagonist,4.2,pKi,P43119,agonists
IPreceptor,5820,treprostinil,Fullagonist,8.7,pEC50,P43119,agonists
IPreceptor,1962,AFP-07,Fullagonist,8.5,pIC50,P43119,agonists
IPreceptor,1965,TEI-9063,Fullagonist,8.5,pIC50,P43119,agonists
IPreceptor,1963,BMY45778,Fullagonist,8.0,pIC50,P43119,agonists
IPreceptor,1968,taprostene,Fullagonist,6.9,pIC50,P43119,agonists
IPreceptor,5853,EP157,Fullagonist,4.9–5.7,pIC50,P43119,agonists
IPreceptor,1969,RO1138452,Antagonist,8.2–9.0,pA2,P43119,antagonists
IPreceptor,4042,RO3244794,Antagonist,8.5,pA2,P43119,antagonists
IPreceptor,4042,RO3244794,Antagonist,9.1–9.5,pKB,P43119,antagonists
IPreceptor,9283,TG6-129,Antagonist,6.7,pKB,P43119,antagonists
IPreceptor,1969,RO1138452,Antagonist,8.7,pKi,P43119,antagonists
IPreceptor,4042,RO3244794,Antagonist,6.9,pKi,P43119,antagonists
IPreceptor,5851,BAY-73-1449,Antagonist,>10.0,pIC50,P43119,antagonists
TPreceptor,1938,I-BOP,Agonist,8.9–9.3,pKd,P21731,agonists
TPreceptor,1973,[125I]BOP,Fullagonist,8.7,pKd,P21731,agonists
TPreceptor,1974,[3H]U46619,Fullagonist,7.8,pKd,P21731,agonists
TPreceptor,6069,"10,10-difluoroTXA2",Fullagonist,7.0,pKd,P21731,agonists
TPreceptor,1938,I-BOP,Fullagonist,9.3,pKi,P21731,agonists
TPreceptor,1971,EP171,Fullagonist,8.5,pKi,P21731,agonists
TPreceptor,1972,U46609,Fullagonist,8.4,pKi,P21731,agonists
TPreceptor,1939,STA2,Fullagonist,7.9,pKi,P21731,agonists
TPreceptor,1888,U46619,Fullagonist,7.5,pKi,P21731,agonists
TPreceptor,1888,U46619,Fullagonist,7.2,pKi,P21731,agonists
TPreceptor,1913,MB-28767,Fullagonist,6.5,pKi,P21731,agonists
TPreceptor,1970,carbocyclicthromboxaneA2,Fullagonist,6.5,pKi,P21731,agonists
TPreceptor,1894,cloprostenol,Fullagonist,5.2,pKi,P21731,agonists
TPreceptor,1895,iloprost,Fullagonist,5.2,pKi,P21731,agonists
TPreceptor,1884,PGF2α,Fullagonist,5.1,pKi,P21731,agonists
TPreceptor,1892,butaprost(freeacidform),Fullagonist,4.7,pKi,P21731,agonists
TPreceptor,1893,carbacyclin,Fullagonist,4.7,pKi,P21731,agonists
TPreceptor,1883,PGE2,Fullagonist,4.5,pKi,P21731,agonists
TPreceptor,1940,fluprostenol,Fullagonist,4.3,pKi,P21731,agonists
TPreceptor,6070,SQ26655,Fullagonist,9.1,pEC50,P21731,agonists
TPreceptor,3387,AGN192093,Agonist,8.9,pEC50,P21731,agonists
TPreceptor,6071,AGN191976,Fullagonist,7.8,pEC50,P21731,agonists
TPreceptor,1939,STA2,Agonist,6.4–7.1,pIC50,P21731,agonists
TPreceptor,3332,I-SAP,Antagonist,9.3,pKd,P21731,antagonists
TPreceptor,1985,[3H]SQ-29548,Antagonist,9.0,pKd,P21731,antagonists
TPreceptor,1984,[3H]S-145,Antagonist,8.9,pKd,P21731,antagonists
TPreceptor,1982,[125I]SAP,Antagonist,7.7–9.3,pKd,P21731,antagonists
TPreceptor,1984,[3H]S-145,Antagonist,8.5,pKd,P21731,antagonists
TPreceptor,1983,[125I]SQ-29548,Antagonist,8.3,pKd,P21731,antagonists
TPreceptor,1985,[3H]SQ-29548,Antagonist,7.4–8.2,pKd,P21731,antagonists
TPreceptor,1981,[125I]PTA-OH,Antagonist,7.7,pKd,P21731,antagonists
TPreceptor,1979,domitroban,Antagonist,9.6,pKi,P21731,antagonists
TPreceptor,1979,domitroban,Antagonist,9.2,pKi,P21731,antagonists
TPreceptor,1977,KW-3635,Antagonist,8.9,pKi,P21731,antagonists
TPreceptor,1976,vapiprost,Antagonist,8.3–9.4,pKi,P21731,antagonists
TPreceptor,1980,SQ-29548,Antagonist,8.1–9.1,pKi,P21731,antagonists
TPreceptor,1987,ifetroban,Antagonist,8.1–8.4,pKi,P21731,antagonists
TPreceptor,1978,ONO-3708,Antagonist,7.4–8.9,pKi,P21731,antagonists
TPreceptor,1911,ramatroban,Antagonist,8.0,pKi,P21731,antagonists
TPreceptor,1976,vapiprost,Antagonist,7.9,pKi,P21731,antagonists
TPreceptor,1980,SQ-29548,Antagonist,7.9,pKi,P21731,antagonists
TPreceptor,1986,daltroban,Antagonist,7.7,pKi,P21731,antagonists
TPreceptor,1898,S-5751,Antagonist,7.6,pKi,P21731,antagonists
TPreceptor,1920,ONO-8711,Antagonist,7.1,pKi,P21731,antagonists
TPreceptor,1949,AH23848,Antagonist,6.2,pKi,P21731,antagonists
TPreceptor,11537,NTP42,Antagonist,7.3–8.1,pIC50,P21731,antagonists
TPreceptor,6072,ICI192605,Antagonist,7.2,pIC50,P21731,antagonists
TPreceptor,6073,terutroban,Antagonist,6.5,pIC50,P21731,antagonists
TPreceptor,9755,PBT-3,Antagonist,5.9–6.7,pIC50,P21731,antagonists
PAR1,3823,[3H]haTRAP,Agonist,7.8,pKd,P25116,agonists
PAR1,3742,TFLLR-NH2,Fullagonist,5.4,pEC50,P25116,agonists
PAR1,9255,F16357,Agonist,5.2,pIC50,P25116,agonists
PAR1,4047,Hs,8.1,pKi,12,P25116,antagonists
PAR1,10971,Hs,7.2,pIC50,2,P25116,antagonists
PAR1,3525,Hs,6.4,pIC50,5,P25116,antagonists
PAR2,3851,2-furoyl-LIGRLO-amide,Fullagonist,5.4,pKi,P55085,agonists
PAR2,9460,AC264613,Agonist,7.5,pEC50,P55085,agonists
PAR2,9455,AY77,Agonist,7.5,pEC50,P55085,agonists
PAR2,9456,AC-55541,Agonist,6.7,pEC50,P55085,agonists
PAR2,6657,GB110,Agonist,6.6,pEC50,P55085,agonists
PAR2,9457,AC-98170,Agonist,5.2,pEC50,P55085,agonists
PAR2,3740,SLIGKV-NH2,Agonist,-,-,P55085,agonists
PAR2,3741,SLIGRL-NH2,Agonist,-,-,P55085,agonists
PAR2,3914,trans-cinnamoyl-LIGRLO[N-[3H]propionyl]-NH2,Agonist,-,-,P55085,agonists
PAR2,4049,2-furoyl-LIGRL[N[3H]propionyl]-O-NH2,Agonist,-,-,P55085,agonists
PAR2,4050,2-furoyl-LIGRL[N-(AlexaFluor594)-O]-NH2,Agonist,-,-,P55085,agonists
PAR2,6660,[3H]2-furoyl-LIGRL-NH2,Agonist,-,-,P55085,agonists
PAR2,9585,AZ8838,Antagonist,6.5,pKd,P55085,antagonists
PAR2,10268,I-191,Antagonist,7.1,pIC50,P55085,antagonists
PAR2,9585,AZ8838,Antagonist,5.6–5.8,pIC50,P55085,antagonists
PAR2,6658,GB88,Antagonist,5.7,pIC50,P55085,antagonists
PAR2,9570,C391,Antagonist,4.8–5.9,pIC50,P55085,antagonists
PAR2,9586,AZ7188,Antagonist,5.2,pIC50,P55085,antagonists
PAR2,6659,P2pal18s,Antagonist,-,-,P55085,antagonists
QRFPreceptor,3803,[125I]QRFP43(human),Fullagonist,7.8–10.3,pKd,Q96P65,agonists
QRFPreceptor,5896,QRFP26{Sp:Mouse},Fullagonist,8.2,pEC50,Q96P65,agonists
QRFPreceptor,5895,QRFP26(26RFa){Sp:Human},Fullagonist,8.1,pEC50,Q96P65,agonists
QRFPreceptor,3665,QRFP43(43RFa){Sp:Human},Fullagonist,6.9–8.6,pEC50,Q96P65,agonists
QRFPreceptor,3713,QRFP43{Sp:Rat},Fullagonist,7.6,pEC50,Q96P65,agonists
QRFPreceptor,3665,QRFP43(43RFa){Sp:Human},Fullagonist,7.1–7.4,pEC50,Q96P65,agonists
QRFPreceptor,10252,LV-2186,Agonist,7.2,pEC50,Q96P65,agonists
QRFPreceptor,3713,QRFP43{Sp:Rat},Fullagonist,7.0–7.2,pEC50,Q96P65,agonists
QRFPreceptor,3712,QRFP43{Sp:Mouse},Fullagonist,6.7–7.2,pEC50,Q96P65,agonists
QRFPreceptor,9442,LV-2172,Agonist,6.8,pEC50,Q96P65,agonists
QRFPreceptor,3665,QRFP43(43RFa){Sp:Human},Fullagonist,7.8–9.3,pIC50,Q96P65,agonists
QRFPreceptor,3803,[125I]QRFP43(human),Fullagonist,7.4–7.5,pIC50,Q96P65,agonists
QRFPreceptor,10251,QRFP26{Sp:Rat},Fullagonist,-,-,Q96P65,agonists
QRFPreceptor,10253,[125I]26RFa(human),Agonist,-,-,Q96P65,agonists
QRFPreceptor,9443,compound25e[PMID:25875054],Antagonist,7.3,pIC50,Q96P65,antagonists
RXFP1,1991,[33P]relaxin(human),Fullagonist,9.3–9.7,pKd,Q9HBX9,agonists
RXFP1,1994,relaxin{Sp:Rhesusmacaque},Fullagonist,9.4,pKd,Q9HBX9,agonists
RXFP1,3874,europium-labelledrelaxin,Agonist,9.3,pKd,Q9HBX9,agonists
RXFP1,1992,relaxin{Sp:Pig},Fullagonist,9.1,pKd,Q9HBX9,agonists
RXFP1,3874,europium-labelledrelaxin,Fullagonist,9.0,pKd,Q9HBX9,agonists
RXFP1,1993,relaxin{Sp:Rat},Fullagonist,7.3,pKd,Q9HBX9,agonists
RXFP1,8346,A(4-24)(B7-24)H2,Fullagonist,7.0,pKd,Q9HBX9,agonists
RXFP1,1989,relaxin{Sp:Human},Fullagonist,9.2–10.2,pKi,Q9HBX9,agonists
RXFP1,8349,A(4-24)(F23A)H2,Fullagonist,9.2,pKi,Q9HBX9,agonists
RXFP1,1990,relaxin-3{Sp:Human},Fullagonist,7.5–8.0,pKi,Q9HBX9,agonists
RXFP1,1995,INSL3{Sp:Human},Fullagonist,5.7,pKi,Q9HBX9,agonists
RXFP1,9321,(B7-33)H2,Fullagonist,5.5,pKi,Q9HBX9,agonists
RXFP1,1989,relaxin{Sp:Human},Fullagonist,10.4,pEC50,Q9HBX9,agonists
RXFP1,8349,A(4-24)(F23A)H2,Fullagonist,9.8,pEC50,Q9HBX9,agonists
RXFP1,11462,TamRLX,Agonist,9.1,pEC50,Q9HBX9,agonists
RXFP1,1988,relaxin-1{Sp:Human},Fullagonist,8.8,pEC50,Q9HBX9,agonists
RXFP1,8346,A(4-24)(B7-24)H2,Fullagonist,8.2,pEC50,Q9HBX9,agonists
RXFP1,8322,ML290,Agonist,7.0,pEC50,Q9HBX9,agonists
RXFP1,5398,[125I]relaxin(human),Fullagonist,-,-,Q9HBX9,agonists
RXFP1,11464,Agonist,-,110,[110],Q9HBX9,agonists
RXFP1,4371,Antagonist,pKi,"51,75","pKi5.0–6.3[51,75]",Q9HBX9,antagonists
RXFP1,4371,Antagonist,pIC50,"51,75","pIC505.7–6.7[51,75]",Q9HBX9,antagonists
RXFP2,1995,INSL3{Sp:Human},Fullagonist,10.4,pKd,Q8WXD0,agonists
RXFP2,1996,[125I]INSL3(human),Fullagonist,10.0,pKd,Q8WXD0,agonists
RXFP2,1991,[33P]relaxin(human),Fullagonist,9.0–9.2,pKd,Q8WXD0,agonists
RXFP2,3875,europium-labelledINSL3,Fullagonist,9.0,pKd,Q8WXD0,agonists
RXFP2,1995,INSL3{Sp:Human},Fullagonist,9.3–9.7,pKi,Q8WXD0,agonists
RXFP2,1988,relaxin-1{Sp:Human},Fullagonist,8.8,pKi,Q8WXD0,agonists
RXFP2,1989,relaxin{Sp:Human},Fullagonist,8.3–8.5,pKi,Q8WXD0,agonists
RXFP2,1992,relaxin{Sp:Pig},Fullagonist,7.9,pKi,Q8WXD0,agonists
RXFP2,1994,relaxin{Sp:Rhesusmacaque},Fullagonist,7.8,pKi,Q8WXD0,agonists
RXFP2,1990,relaxin-3{Sp:Human},Fullagonist,7.0,pKi,Q8WXD0,agonists
RXFP2,1989,relaxin{Sp:Human},Fullagonist,9.1,pEC50,Q8WXD0,agonists
RXFP2,11462,TamRLX,Agonist,-,-,Q8WXD0,agonists
RXFP2,8329,A(9-26)INSL3,Antagonist,9.1,pKi,Q8WXD0,antagonists
RXFP2,8330,A(10-24)INSL3,Antagonist,8.7,pKi,Q8WXD0,antagonists
RXFP2,8331,A(C10/15S)INSL3,Antagonist,8.6,pKi,Q8WXD0,antagonists
RXFP2,4372,INSL3Bchaindimeranalogue8,Antagonist,8.5,pKi,Q8WXD0,antagonists
RXFP2,8332,A(Δ10/15C)INSL3,Antagonist,8.3,pKi,Q8WXD0,antagonists
RXFP2,8333,cyclicINSL3B-chainanalogue6,Antagonist,6.7,pKi,Q8WXD0,antagonists
RXFP2,8346,A(4-24)(B7-24)H2,Antagonist,6.0,pKi,Q8WXD0,antagonists
RXFP2,3885,INSL3B-chainanalogue,Antagonist,5.1,pKi,Q8WXD0,antagonists
RXFP2,8346,A(4-24)(B7-24)H2,Antagonist,6.0,pEC50,Q8WXD0,antagonists
RXFP2,3754,(des1-8)A-chainINSL3analogue,Antagonist,-,-,Q8WXD0,antagonists
RXFP3,1989,relaxin{Sp:Human},Fullagonist,10.0,pKd,Q9NSD7,agonists
RXFP3,1999,[125I]relaxin-3(human),Fullagonist,9.5,pKd,Q9NSD7,agonists
RXFP3,3789,[125I]relaxin-3-B/INSL5Achimera,Agonist,9.3,pKd,Q9NSD7,agonists
RXFP3,4374,europium-labelledrelaxin-3-B/INSL5Achimera,Fullagonist,9.3,pKd,Q9NSD7,agonists
RXFP3,4374,europium-labelledrelaxin-3-B/INSL5Achimera,Agonist,8.3,pKd,Q9NSD7,agonists
RXFP3,1990,relaxin-3{Sp:Human},Fullagonist,7.8–8.9,pKi,Q9NSD7,agonists
RXFP3,8336,minimisedrelaxin-3analogue2,Fullagonist,7.9,pKi,Q9NSD7,agonists
RXFP3,8337,relaxin-3Bchaindimer,Fullagonist,6.6,pKi,Q9NSD7,agonists
RXFP3,11459,B1-27,Agonist,5.9,pKi,Q9NSD7,agonists
RXFP3,8336,minimisedrelaxin-3analogue2,Fullagonist,8.4–10.4,pEC50,Q9NSD7,agonists
RXFP3,1990,relaxin-3{Sp:Human},Fullagonist,8.3–9.9,pEC50,Q9NSD7,agonists
RXFP3,11460,compound4[PMID:30824200],Agonist,7.9,pEC50,Q9NSD7,agonists
RXFP3,1989,relaxin{Sp:Human},Fullagonist,7.1–8.4,pEC50,Q9NSD7,agonists
RXFP3,1990,relaxin-3{Sp:Human},Fullagonist,9.4–9.6,pIC50,Q9NSD7,agonists
RXFP3,1998,R3/I5,Fullagonist,9.3,pIC50,Q9NSD7,agonists
RXFP3,1997,relaxin-3(Bchain){Sp:Human},Fullagonist,6.9,pIC50,Q9NSD7,agonists
RXFP3,11465,NanoLucR3/I5chimera,Agonist,-,-,Q9NSD7,agonists
RXFP3,8342,europium-labelledR3(B1-22R),Antagonist,7.6,pKd,Q9NSD7,antagonists
RXFP3,3907,R3(BΔ23-27)R/I5chimericpeptide,Antagonist,8.5,pKi,Q9NSD7,antagonists
RXFP3,11461,R3B1-22R,Antagonist,7.7,pKi,Q9NSD7,antagonists
RXFP3,8326,minimisedrelaxin-3analogue3,Antagonist,7.6,pKi,Q9NSD7,antagonists
RXFP3,4373,R3-B1-22R,Antagonist,7.4,pKi,Q9NSD7,antagonists
RXFP3,2000,INSL5{Sp:Human},Antagonist,7.0,pKi,Q9NSD7,antagonists
RXFP3,3907,R3(BΔ23-27)R/I5chimericpeptide,Antagonist,8.9–9.0,pEC50,Q9NSD7,antagonists
RXFP3,3907,R3(BΔ23-27)R/I5chimericpeptide,Antagonist,9.2,pIC50,Q9NSD7,antagonists
RXFP4,1999,[125I]relaxin-3(human),Fullagonist,8.7–9.7,pKd,Q8TDU9,agonists
RXFP4,3789,[125I]relaxin-3-B/INSL5Achimera,Agonist,8.9,pKd,Q8TDU9,agonists
RXFP4,2001,[125I]INSL5(human),Fullagonist,8.6,pKd,Q8TDU9,agonists
RXFP4,6522,europium-labelledmouseINSL5,Fullagonist,8.6,pKd,Q8TDU9,agonists
RXFP4,4374,europium-labelledrelaxin-3-B/INSL5Achimera,Agonist,8.3,pKd,Q8TDU9,agonists
RXFP4,6522,europium-labelledmouseINSL5,Agonist,8.3,pKd,Q8TDU9,agonists
RXFP4,1990,relaxin-3{Sp:Human},Fullagonist,8.8–9.0,pKi,Q8TDU9,agonists
RXFP4,1998,R3/I5,Fullagonist,8.9,pKi,Q8TDU9,agonists
RXFP4,6519,INSL5{Sp:Mouse},Fullagonist,8.5–8.8,pKi,Q8TDU9,agonists
RXFP4,2000,INSL5{Sp:Human},Fullagonist,7.3–8.8,pKi,Q8TDU9,agonists
RXFP4,9324,hINSL5:A8-21(T9R),Fullagonist,7.5,pKi,Q8TDU9,agonists
RXFP4,8336,Hs,7.1,pKi,17,Q8TDU9,agonists
RXFP4,8351,Mm,7.1,pKi,3,Q8TDU9,agonists
RXFP4,8350,Hs,6.9,pKi,3,Q8TDU9,agonists
RXFP4,8334,Hs,6.3,pKi,2,Q8TDU9,agonists
RXFP4,1990,Hs,9.0,pEC50,19,Q8TDU9,agonists
RXFP4,1998,Hs,8.9,pEC50,10,Q8TDU9,agonists
RXFP4,11460,Hs,8.8,pEC50,6,Q8TDU9,agonists
RXFP4,6519,Mm,7.8–8.9,pEC50,1,Q8TDU9,agonists
RXFP4,2000,Hs,7.0–8.9,pEC50,"1,9,14",Q8TDU9,agonists
RXFP4,1997,Hs,7.0,pEC50,13,Q8TDU9,agonists
RXFP4,11458,Hs,5.6,pEC50,11,Q8TDU9,agonists
RXFP4,6519,Mm,9.3,pIC50,"2,16",Q8TDU9,agonists
RXFP4,1990,Hs,9.0,pIC50,10,Q8TDU9,agonists
RXFP4,2000,Hs,8.3–8.9,pIC50,"2,14,16-17",Q8TDU9,agonists
RXFP4,8336,Hs,7.7,pIC50,17,Q8TDU9,agonists
RXFP4,9324,Hs,7.7,pIC50,16,Q8TDU9,agonists
RXFP4,8350,Hs,7.5,pIC50,3,Q8TDU9,agonists
RXFP4,8334,Hs,7.4,pIC50,2,Q8TDU9,agonists
RXFP4,1997,Hs,6.9–7.1,pIC50,13-14,Q8TDU9,agonists
RXFP4,8351,Mm,6.8,pIC50,3,Q8TDU9,agonists
RXFP4,11465,Hs,-,-,18,Q8TDU9,agonists
RXFP4,3907,Hs,8.0–8.6,pIC50,"8,10",Q8TDU9,antagonists
RXFP4,8326,Hs,6.6,pIC50,17,Q8TDU9,antagonists
SST1receptor,2024,[125I]Tyr10-CST14,Fullagonist,10.0,pKd,P30872,agonists
SST1receptor,2023,[125I]LTT-SRIF-28,Fullagonist,8.8–10.0,pKd,P30872,agonists
SST1receptor,2060,[125I]Tyr11-SRIF-14,Fullagonist,9.2,pKd,P30872,agonists
SST1receptor,2008,CST-17{Sp:Human},Fullagonist,9.1–9.6,pKi,P30872,agonists
SST1receptor,2019,"SRIF-14{Sp:Human,Mouse,Rat}",Fullagonist,8.6–9.5,pKi,P30872,agonists
SST1receptor,2020,"SRIF-28{Sp:Human,Mouse,Rat}",Fullagonist,8.6–9.4,pKi,P30872,agonists
SST1receptor,2015,"L-797,591",Fullagonist,8.8,pKi,P30872,agonists
SST1receptor,2016,"L-817,818",Fullagonist,8.5,pKi,P30872,agonists
SST1receptor,2004,BIM23052,Fullagonist,8.2–8.6,pKi,P30872,agonists
SST1receptor,2007,"cortistatin-14{Sp:Mouse,Rat}",Fullagonist,7.7–9.1,pKi,P30872,agonists
SST1receptor,2006,CH275,Fullagonist,8.3–8.7,pIC50,P30872,agonists
SST1receptor,2019,"SRIF-14{Sp:Human,Mouse,Rat}",Fullagonist,8.4,pIC50,P30872,agonists
SST1receptor,2018,pasireotide,Fullagonist,8.0,pIC50,P30872,agonists
SST1receptor,2010,"Des-Ala1,2,5-[D-Trp8,IAmp9]SRIF",Fullagonist,7.5,pIC50,P30872,agonists
SST1receptor,2030,SRA880,Antagonist,8.0–8.1,pKd,P30872,antagonists
SST1receptor,2026,BIM23454,Antagonist,6.0,pIC50,P30872,antagonists
SST2receptor,2023,[125I]LTT-SRIF-28,Fullagonist,9.9–10.0,pKd,P30874,agonists
SST2receptor,2062,[125I]Tyr3SMS201-995,Fullagonist,9.9,pKd,P30874,agonists
SST2receptor,2024,[125I]Tyr10-CST14,Fullagonist,9.4,pKd,P30874,agonists
SST2receptor,2046,"L-054,522",Fullagonist,11.0,pKi,P30874,agonists
SST2receptor,2050,"L-779,976",Fullagonist,10.3,pKi,P30874,agonists
SST2receptor,2019,"SRIF-14{Sp:Human,Mouse,Rat}",Fullagonist,8.9–10.5,pKi,P30874,agonists
SST2receptor,2032,BIM23023,Fullagonist,9.4,pKi,P30874,agonists
SST2receptor,2037,BIM23059,Fullagonist,9.4,pKi,P30874,agonists
